bodytype,Car_seats,modelYear,kilometer,fueltype,ownerNo,transmission,price,Insurance,engine_cc,oem,gear_box,Mileage,drivetype,city
Hatchback,5.0,2009,83045,Diesel,0,Manual,135000,Third Party insurance,1405.0,Tata,5,17.0,RWD,chennai
Hatchback,5.0,2008,86715,Petrol,0,Manual,170000,Third Party insurance,1197.0,Hyundai,5,20.36,FWD,chennai
Hatchback,5.0,2008,77032,Petrol,0,Manual,195000,Third Party insurance,1086.0,Hyundai,5,19.81,FWD,chennai
Hatchback,5.0,2019,21614,Petrol,1,Manual,312000,Third Party insurance,799.0,Datsun,5,22.7,RWD,chennai
Hatchback,5.0,2020,35375,Petrol,1,Manual,383000,Third Party,796.0,Maruti,5,22.05,FWD,chennai
Sedan,5.0,2010,89545,Diesel,0,Manual,310000,Third Party insurance,1598.0,Volkswagen,5,20.54,FWD,chennai
Hatchback,5.0,2019,83298,Petrol,1,Manual,590000,Third Party insurance,1197.0,Hyundai,5,18.6,FWD,chennai
Hatchback,5.0,2022,33250,Petrol,1,Automatic,758000,Zero Dep,1197.0,Maruti,5,20.89,FWD,chennai
Hatchback,5.0,2015,75000,Petrol,2,Manual,480000,Comprehensive,1199.0,Honda,5,18.2,FWD,chennai
SUV,5.0,2018,87026,Diesel,1,Manual,794000,Comprehensive,1498.0,Ford,5,23.0,FWD,chennai
MUV,7.0,2021,33000,Diesel,1,Automatic,2850000,Comprehensive,2393.0,Toyota,6,12.0,RWD,chennai
Sedan,5.0,2020,37294,Petrol,2,Manual,1069000,Comprehensive,1498.0,Honda,6,18.6,FWD,chennai
Hatchback,5.0,2016,65840,Petrol,1,Manual,327000,Third Party,799.0,Renault,5,25.17,FWD,chennai
SUV,7.0,2019,45000,Diesel,2,Automatic,1900000,Comprehensive,2999.0,Isuzu,5,13.8,RWD,chennai
Sedan,5.0,2015,62865,Petrol,1,Manual,425000,Comprehensive,1199.0,Honda,5,18.6,FWD,chennai
Hatchback,6.0,2017,62442,Diesel,1,Manual,434999,Third Party insurance,1198.0,Mahindra,5,25.32,FWD,chennai
Sedan,5.0,2014,154931,Petrol,2,Manual,330000,Comprehensive,1598.0,Volkswagen,5,15.04,FWD,chennai
Sedan,5.0,2017,63318,Petrol,1,Manual,800000,Comprehensive,1497.0,Honda,5,17.4,FWD,chennai
Sedan,5.0,2017,47146,Petrol,1,Manual,750000,Comprehensive,1497.0,Honda,5,17.0,FWD,chennai
Hatchback,5.0,2016,17797,Petrol,1,Automatic,495000,Comprehensive,1197.0,Hyundai,4,18.9,FWD,chennai
Hatchback,5.0,2015,52802,Petrol,1,Manual,475000,Comprehensive,1197.0,Maruti,5,18.6,FWD,chennai
SUV,5.0,2018,46830,Diesel,2,Manual,700000,Third Party insurance,1498.0,Honda,6,25.5,FWD,chennai
Sedan,5.0,2016,34000,Diesel,1,Automatic,2700000,Comprehensive,1995.0,BMW,8,21.76,RWD,chennai
SUV,5.0,2018,70038,Petrol,1,Manual,785000,Third Party insurance,1497.0,Ford,5,17.0,FWD,chennai
Hatchback,5.0,2021,15957,Petrol,1,Manual,795000,Third Party,1199.0,Tata,5,18.05,FWD,chennai
Sedan,5.0,2014,63860,Petrol,2,Manual,415000,Comprehensive,1199.0,Honda,5,18.6,FWD,chennai
Sedan,5.0,2017,51252,Petrol,1,Automatic,660000,Comprehensive,1197.0,Maruti,5,21.21,FWD,chennai
SUV,5.0,2015,56071,Petrol,2,Automatic,543000,Third Party,1499.0,Ford,6,15.63,FWD,chennai
Hatchback,5.0,2017,38100,Diesel,1,Manual,650000,Third Party insurance,1498.0,Honda,6,27.3,FWD,chennai
SUV,7.0,2017,87634,Diesel,3,Automatic,1129000,Comprehensive,1997.0,Mahindra,6,16.0,FWD,chennai
Hatchback,5.0,2010,14424,Petrol,1,Manual,270000,Third Party insurance,1197.0,Hyundai,5,20.36,FWD,chennai
Sedan,5.0,2018,39542,Petrol,2,Automatic,557000,Third Party,1199.0,Tata,5,20.3,FWD,chennai
Hatchback,5.0,2016,114507,Petrol,2,Manual,441000,Third Party,1197.0,Hyundai,5,18.9,FWD,chennai
Hatchback,5.0,2015,67129,Diesel,1,Manual,340000,Comprehensive,1248.0,Fiat,5,20.3,FWD,chennai
Hatchback,5.0,2021,35405,Petrol,1,Manual,1000000,Third Party,999.0,Volkswagen,6,18.24,FWD,chennai
Hatchback,5.0,2010,62992,Diesel,1,Manual,295000,Comprehensive,1199.0,Volkswagen,5,22.07,FWD,chennai
Hatchback,5.0,2009,94241,Petrol,1,Manual,165000,Comprehensive,1086.0,Hyundai,5,17.92,FWD,chennai
Hatchback,5.0,2013,101423,Diesel,2,Manual,149000,Comprehensive,1396.0,Tata,5,25.0,FWD,chennai
Sedan,5.0,2013,21647,Petrol,1,Manual,475000,Third Party insurance,1496.0,Toyota,5,17.6,FWD,chennai
Hatchback,5.0,2010,78210,Petrol,4,Manual,135000,Third Party insurance,1198.0,Nissan,5,18.06,FWD,chennai
Hatchback,5.0,2015,39922,Petrol,1,Manual,430000,Comprehensive,1197.0,Hyundai,5,18.9,FWD,chennai
Hatchback,5.0,2017,61372,Petrol,2,Manual,375000,Third Party insurance,998.0,Maruti,5,21.79,FWD,chennai
Hatchback,5.0,2008,60250,Petrol,1,Manual,145000,Comprehensive,1086.0,Hyundai,5,19.81,FWD,chennai
Hatchback,5.0,2014,91617,Petrol,3,Automatic,398000,Comprehensive,1197.0,Hyundai,4,18.9,FWD,chennai
Hatchback,5.0,2021,23899,Petrol,1,Automatic,1076000,Third Party,998.0,Hyundai,7,20.25,FWD,chennai
Hatchback,5.0,2015,89000,Petrol,1,Manual,430000,Comprehensive,1197.0,Maruti,5,21.21,FWD,chennai
Hatchback,5.0,2017,97445,Petrol,2,Automatic,400000,Comprehensive,998.0,Maruti,5,23.1,FWD,chennai
Hatchback,5.0,2012,69680,Petrol,2,Manual,287000,Comprehensive,1197.0,Hyundai,5,20.36,FWD,chennai
Hatchback,5.0,2014,87431,Petrol,1,Manual,495000,Comprehensive,1197.0,Hyundai,5,18.6,FWD,chennai
Hatchback,5.0,2015,98204,Petrol,1,Manual,298000,Zero Dep,814.0,Hyundai,5,21.1,FWD,chennai
MUV,7.0,2014,161471,Diesel,1,Manual,425000,Comprehensive,1498.0,Honda,5,24.2,FWD,chennai
Sedan,5.0,2012,108338,Petrol,2,Manual,430999,Comprehensive,1497.0,Honda,5,16.8,FWD,chennai
Hatchback,5.0,2016,47045,Petrol,1,Manual,577000,Comprehensive,1197.0,Hyundai,5,18.6,FWD,chennai
Sedan,5.0,2018,18079,Petrol,1,Automatic,600000,Third Party insurance,1199.0,Tata,5,20.3,FWD,chennai
Hatchback,5.0,2009,44985,Petrol,1,Manual,225000,Third Party insurance,1086.0,Hyundai,5,19.81,FWD,chennai
Sedan,5.0,2017,84095,Diesel,1,Manual,675000,Third Party insurance,1248.0,Maruti,5,26.21,FWD,chennai
SUV,5.0,2020,50520,Diesel,1,Manual,1475000,Comprehensive,1956.0,Jeep,6,17.1,4WD,chennai
Sedan,5.0,2010,82124,Diesel,3,Manual,145000,Comprehensive,1461.0,Renault,5,19.2,FWD,chennai
Hatchback,5.0,2005,91644,Petrol,2,Manual,100000,Comprehensive,1086.0,Hyundai,5,17.0,FWD,chennai
Hatchback,5.0,2005,100658,Petrol,4,Manual,70000,Comprehensive,1086.0,Hyundai,5,17.0,FWD,chennai
Sedan,5.0,2018,3228,Petrol,1,Automatic,750000,Third Party insurance,1199.0,Honda,5,18.1,FWD,chennai
Sedan,5.0,2010,41516,Petrol,1,Manual,150000,Third Party insurance,1193.0,Tata,5,15.64,FWD,chennai
Hatchback,5.0,2012,86147,Diesel,2,Manual,195000,Third Party insurance,936.0,Chevrolet,5,25.44,FWD,chennai
Sedan,5.0,2010,101566,Petrol,3,Manual,364000,Comprehensive,1497.0,Honda,5,17.0,FWD,chennai
Sedan,5.0,2018,73139,Diesel,1,Manual,729000,Zero Dep,1498.0,Skoda,5,21.13,FWD,chennai
Sedan,5.0,2019,16787,Diesel,1,Automatic,840000,Comprehensive,1498.0,Honda,5,21.0,FWD,chennai
Sedan,5.0,2016,99715,Petrol,2,Automatic,680000,Comprehensive,1598.0,Skoda,6,14.3,FWD,chennai
MUV,7.0,2018,44386,Petrol,1,Manual,413999,Comprehensive,1198.0,Datsun,5,19.02,FWD,chennai
Hatchback,5.0,2014,56200,Petrol,1,Manual,380000,Comprehensive,1598.0,Volkswagen,5,15.26,FWD,chennai
MUV,7.0,2018,17003,Petrol,1,Manual,428000,Third Party insurance,1198.0,Datsun,5,19.02,FWD,chennai
Hatchback,5.0,2014,44632,Petrol,1,Automatic,465000,Third Party insurance,1197.0,Hyundai,4,18.9,FWD,chennai
SUV,5.0,2018,32091,Petrol,1,Automatic,1034000,Third Party insurance,1591.0,Hyundai,6,13.0,FWD,chennai
MUV,7.0,2021,22740,Petrol,2,Automatic,772000,Third Party insurance,999.0,Renault,5,18.2,FWD,chennai
SUV,5.0,2016,98000,Diesel,2,Automatic,3500000,Comprehensive,2143.0,Mercedes-Benz,9,17.9,AWD,chennai
Sedan,5.0,2018,95495,Petrol,1,Manual,450000,Third Party insurance,1198.0,Volkswagen,5,17.0,FWD,chennai
Sedan,5.0,2010,122533,Petrol,2,Manual,210000,Third Party insurance,1591.0,Hyundai,5,17.01,FWD,chennai
Sedan,5.0,2013,55320,Petrol,1,Manual,409999,Third Party insurance,1197.0,Maruti,5,22.41,FWD,chennai
Hatchback,5.0,2012,68459,Diesel,1,Manual,325000,Third Party insurance,1396.0,Hyundai,6,21.9,FWD,chennai
Sedan,5.0,2016,14195,Petrol,1,Manual,450000,Third Party insurance,1199.0,Honda,5,18.6,FWD,chennai
Hatchback,5.0,2012,67900,Petrol,1,Manual,280000,Third Party insurance,1197.0,Hyundai,5,18.6,FWD,chennai
Hatchback,5.0,2017,47756,Petrol,1,Automatic,409999,Third Party insurance,998.0,Maruti,5,20.51,FWD,chennai
Hatchback,5.0,2016,42856,Petrol,1,Automatic,520000,Third Party insurance,1197.0,Hyundai,4,18.9,FWD,chennai
Hatchback,5.0,2014,43000,Diesel,1,Manual,560000,Comprehensive,1498.0,Volkswagen,5,20.14,FWD,chennai
Sedan,5.0,2019,27652,Petrol,2,Manual,702000,Third Party,1496.0,Toyota,6,17.1,FWD,chennai
MUV,7.0,2021,23539,Petrol,1,Manual,656000,Third Party,999.0,Renault,5,20.0,FWD,chennai
Sedan,5.0,2015,50000,Petrol,1,Manual,525000,Comprehensive,1373.0,Maruti,5,20.73,FWD,chennai
Hatchback,5.0,2017,18861,Petrol,2,Manual,357000,Comprehensive,998.0,Maruti,5,24.39,FWD,chennai
Hatchback,5.0,2017,41138,Petrol,1,Manual,512000,Third Party insurance,1197.0,Maruti,5,20.4,FWD,chennai
Hatchback,5.0,2012,55039,Petrol,1,Manual,250000,Comprehensive,1086.0,Hyundai,5,19.81,FWD,chennai
Hatchback,5.0,2018,41361,Petrol,2,Manual,700000,Third Party,1197.0,Hyundai,5,18.6,FWD,chennai
SUV,5.0,2015,81037,Diesel,1,Manual,535000,Comprehensive,1498.0,Ford,5,23.0,FWD,chennai
Hatchback,5.0,2017,28897,Petrol,2,Automatic,641000,Comprehensive,1199.0,Honda,5,19.0,FWD,chennai
SUV,6.0,2016,46308,Petrol,2,Manual,339000,Comprehensive,1198.0,Mahindra,5,18.15,FWD,chennai
Hatchback,5.0,2009,80033,Petrol,1,Manual,170000,Third Party insurance,1086.0,Hyundai,5,18.9,FWD,chennai
SUV,5.0,2015,15000,Diesel,2,Automatic,2650000,Comprehensive,1995.0,Mini,8,19.19,AWD,chennai
Hatchback,5.0,2012,100056,Petrol,1,Manual,310000,Comprehensive,1197.0,Maruti,5,20.52,FWD,chennai
Hatchback,5.0,2018,90062,Petrol,1,Manual,725000,Comprehensive,1197.0,Hyundai,5,18.6,FWD,chennai
Sedan,5.0,2005,80030,Petrol,3,Manual,114999,Comprehensive,1599.0,Chevrolet,5,17.4,FWD,chennai
SUV,7.0,2016,90042,Diesel,1,Automatic,645000,Comprehensive,1493.0,Mahindra,5,18.49,RWD,chennai
Hatchback,5.0,2017,78030,Petrol,1,Manual,440000,Comprehensive,1197.0,Maruti,5,20.52,FWD,chennai
SUV,5.0,2013,55000,Diesel,2,Automatic,1650000,Comprehensive,1995.0,BMW,8,16.09,4WD,chennai
SUV,7.0,2014,100049,Diesel,1,Automatic,975000,Comprehensive,2199.0,Hyundai,6,13.01,FWD,chennai
SUV,7.0,2010,138033,Diesel,1,Manual,535000,Third Party insurance,2499.0,Chevrolet,5,14.8,RWD,chennai
MUV,7.0,2018,14126,Petrol,1,Manual,433000,Comprehensive,1198.0,Datsun,5,19.02,FWD,chennai
SUV,5.0,2020,35464,Petrol,1,Manual,1044999,Comprehensive,1330.0,Renault,6,16.42,FWD,chennai
SUV,7.0,2013,100036,Diesel,2,Manual,550000,Third Party insurance,2696.0,Ssangyong,5,12.83,4WD,chennai
Hatchback,5.0,2015,55161,Petrol,3,Manual,411000,Third Party insurance,1197.0,Hyundai,5,18.9,FWD,chennai
Hatchback,5.0,2019,33771,Petrol,1,Automatic,518000,Third Party insurance,1086.0,Hyundai,5,20.3,FWD,chennai
MUV,8.0,2016,75011,Diesel,1,Manual,525000,Comprehensive,1248.0,Chevrolet,5,18.2,RWD,chennai
Sedan,5.0,2016,41659,Petrol,1,Manual,647000,Third Party,1591.0,Hyundai,5,17.01,FWD,chennai
Sedan,5.0,2012,126055,Diesel,2,Automatic,925000,Third Party insurance,2400.0,Volvo,6,16.0,FWD,chennai
Sedan,5.0,2020,19935,Petrol,1,Manual,645000,Third Party insurance,1199.0,Tata,5,20.3,FWD,chennai
Hatchback,5.0,2016,61126,Petrol,1,Manual,252999,Comprehensive,799.0,Datsun,5,22.7,RWD,chennai
SUV,7.0,2012,100043,Diesel,2,Manual,1025000,Comprehensive,2477.0,Mitsubishi,5,13.5,4WD,chennai
SUV,7.0,2013,70034,Diesel,1,Manual,1175000,Third Party insurance,2477.0,Mitsubishi,5,13.5,4WD,chennai
Hatchback,5.0,2018,90068,Diesel,2,Manual,600000,Comprehensive,1498.0,Volkswagen,5,20.14,FWD,chennai
Sedan,5.0,2015,86694,Petrol,1,Manual,405000,Third Party insurance,1197.0,Hyundai,5,19.1,FWD,chennai
Sedan,5.0,2011,86000,Diesel,2,Automatic,1040000,Comprehensive,2143.0,Mercedes-Benz,6,15.8,RWD,chennai
Sedan,5.0,2015,79399,Petrol,1,Manual,585000,Comprehensive,1373.0,Maruti,5,20.73,FWD,chennai
Sedan,5.0,2012,86038,Diesel,1,Automatic,1175000,Third Party insurance,1968.0,Audi,7,16.55,FWD,chennai
Hatchback,5.0,2015,69863,Petrol,1,Manual,385000,Third Party insurance,998.0,Maruti,5,18.9,FWD,chennai
MUV,7.0,2017,2000022,Diesel,1,Manual,1750000,Comprehensive,2393.0,Toyota,5,13.68,RWD,chennai
Hatchback,5.0,2013,133727,Petrol,1,Manual,310000,Third Party insurance,1197.0,Hyundai,5,20.36,FWD,chennai
SUV,5.0,2016,85781,Petrol,1,Automatic,916000,Comprehensive,1591.0,Hyundai,6,13.0,FWD,chennai
Hatchback,5.0,2022,8837,Diesel,1,Manual,800000,Third Party,1497.0,Tata,5,23.64,FWD,chennai
Sedan,5.0,2011,120057,Diesel,2,Manual,475000,Third Party insurance,1364.0,Toyota,6,21.43,FWD,chennai
Hatchback,5.0,2019,48527,Petrol,1,Manual,699000,Comprehensive,1197.0,Toyota,5,22.35,FWD,chennai
SUV,5.0,2017,71096,Diesel,2,Manual,714000,Comprehensive,1498.0,Honda,6,25.5,FWD,chennai
Sedan,5.0,2020,22000,Petrol,1,Manual,750000,Comprehensive,1199.0,Honda,5,18.6,FWD,chennai
Hatchback,5.0,2020,110054,Petrol,1,Manual,626000,Zero Dep,1197.0,Hyundai,5,20.7,FWD,chennai
Sedan,5.0,2012,85028,Petrol,1,Manual,465000,Comprehensive,1497.0,Honda,5,17.4,FWD,chennai
Sedan,5.0,2021,10990,Petrol,1,Manual,1268000,Zero Dep,1498.0,Honda,6,18.6,FWD,chennai
Sedan,5.0,2017,115484,Petrol,2,Manual,805000,Third Party,1999.0,Hyundai,6,14.59,FWD,chennai
SUV,5.0,2011,80062,Diesel,2,Manual,475000,Third Party insurance,1968.0,Skoda,6,17.67,AWD,chennai
Sedan,5.0,2012,80039,Diesel,1,Manual,375000,Third Party insurance,1598.0,Skoda,5,20.5,FWD,chennai
Hatchback,5.0,2020,16473,Petrol,1,Manual,509999,Third Party insurance,998.0,Maruti,5,21.7,FWD,chennai
SUV,5.0,2022,8000,Petrol,1,Automatic,9350000,Comprehensive,2998.0,BMW,8,11.24,AWD,chennai
Hatchback,5.0,2017,53819,Petrol,1,Automatic,660000,Third Party insurance,1197.0,Maruti,5,21.4,FWD,chennai
MUV,8.0,2011,100060,Diesel,2,Manual,495000,Third Party insurance,2179.0,Mahindra,5,15.4,RWD,chennai
Sedan,5.0,2017,93000,Petrol,1,Automatic,790000,Comprehensive,1197.0,Volkswagen,7,18.19,FWD,chennai
MUV,7.0,2013,82000,Diesel,1,Manual,690000,Comprehensive,1248.0,Maruti,5,20.77,FWD,chennai
Sedan,5.0,2013,100057,Diesel,1,Automatic,1450000,Third Party insurance,1995.0,BMW,8,18.12,RWD,chennai
Sedan,5.0,2016,100425,Diesel,1,Manual,570000,Third Party insurance,1498.0,Volkswagen,5,21.66,FWD,chennai
Sedan,5.0,2018,102497,Diesel,1,Manual,827000,Zero Dep,1582.0,Hyundai,6,22.0,FWD,chennai
Sedan,5.0,2011,97942,Petrol,2,Manual,345000,Third Party insurance,1496.0,Toyota,5,17.6,FWD,chennai
Hatchback,5.0,2019,78423,Petrol,1,Manual,650000,Third Party insurance,999.0,Volkswagen,5,18.78,FWD,chennai
Hatchback,5.0,2014,43088,Petrol,2,Manual,244000,Third Party,796.0,Maruti,5,22.05,FWD,chennai
SUV,5.0,2021,14103,Petrol,1,Manual,815000,Third Party insurance,999.0,Renault,5,20.5,FWD,chennai
Sedan,5.0,2011,74000,Diesel,1,Automatic,1100000,Comprehensive,2143.0,Mercedes-Benz,6,15.8,RWD,chennai
SUV,5.0,2022,41285,Petrol,1,Automatic,1150000,Comprehensive,1462.0,Toyota,4,18.76,FWD,chennai
Hatchback,5.0,2012,76554,Petrol,3,Manual,210000,Third Party insurance,1196.0,Ford,5,15.6,FWD,chennai
MUV,7.0,2018,25119,Petrol,1,Manual,391000,Third Party insurance,1198.0,Datsun,5,19.02,FWD,chennai
SUV,5.0,2022,4977,Petrol,1,Manual,1529000,Comprehensive,999.0,Volkswagen,6,20.08,FWD,chennai
SUV,5.0,2023,10000,Petrol,1,Automatic,5300000,Comprehensive,1969.0,Volvo,8,12.18,FWD,chennai
Sedan,5.0,2004,85037,Petrol,3,Automatic,250000,Comprehensive,2997.0,Honda,5,9.0,FWD,chennai
Hatchback,5.0,2021,2177,Petrol,2,Manual,549000,Comprehensive,998.0,Maruti,5,21.7,FWD,chennai
SUV,5.0,2018,40511,Diesel,1,Manual,860000,Third Party insurance,1498.0,Ford,5,21.7,FWD,chennai
SUV,5.0,2021,30400,Petrol,1,Manual,1145000,Third Party insurance,998.0,Hyundai,6,18.0,FWD,chennai
SUV,5.0,2017,75000,Diesel,1,Manual,790000,Comprehensive,1498.0,Honda,6,25.5,FWD,chennai
SUV,5.0,2021,27600,Petrol,1,Automatic,1650000,Third Party insurance,999.0,Skoda,6,17.2,FWD,chennai
Hatchback,5.0,2015,53908,Diesel,1,Manual,475000,Third Party insurance,1120.0,Hyundai,5,24.0,FWD,chennai
Sedan,5.0,2020,30000,Diesel,1,Automatic,5700000,Comprehensive,1950.0,Mercedes-Benz,9,16.1,RWD,chennai
SUV,5.0,2017,46000,Diesel,1,Automatic,4950000,Comprehensive,2143.0,Mercedes-Benz,9,17.9,AWD,chennai
SUV,5.0,2021,9471,Petrol,1,Automatic,828999,Zero Dep,1199.0,Tata,5,18.8,FWD,chennai
Hatchback,5.0,2020,12011,Petrol,1,Automatic,648000,Comprehensive,1199.0,Tata,5,23.84,FWD,chennai
Sedan,5.0,2011,85000,Petrol,2,Automatic,375000,Comprehensive,1598.0,Volkswagen,6,14.4,FWD,chennai
SUV,5.0,2016,27370,Petrol,1,Automatic,964000,Comprehensive,1591.0,Hyundai,6,13.0,FWD,chennai
Hatchback,5.0,2016,53098,Petrol,2,Manual,288000,Comprehensive,814.0,Hyundai,5,21.1,FWD,chennai
Hatchback,5.0,2019,51680,Petrol,1,Manual,340000,Third Party insurance,799.0,Datsun,5,22.7,RWD,chennai
Sedan,5.0,2018,35821,Petrol,2,Automatic,906000,Comprehensive,1497.0,Honda,5,18.0,FWD,chennai
Coupe,5.0,2013,60000,Petrol,2,Automatic,3300000,Comprehensive,1999.0,Land Rover,9,12.07,4WD,chennai
Hatchback,5.0,2018,39323,Petrol,2,Automatic,686000,Comprehensive,1197.0,Hyundai,5,17.4,FWD,chennai
Hatchback,5.0,2016,60799,Petrol,1,Manual,335000,Comprehensive,799.0,Renault,5,25.17,FWD,chennai
Sedan,5.0,2014,130000,Diesel,2,Automatic,1350000,Comprehensive,2143.0,Mercedes-Benz,7,14.84,RWD,chennai
Sedan,5.0,2014,63000,Petrol,1,Automatic,1800000,Comprehensive,2494.0,Toyota,6,19.16,FWD,chennai
Sedan,5.0,2017,50000,Diesel,1,Automatic,4900000,Comprehensive,2987.0,Mercedes-Benz,9,17.0,RWD,chennai
Sedan,5.0,2021,22600,Diesel,1,Automatic,5750000,Third Party insurance,1995.0,BMW,8,19.62,RWD,chennai
Sedan,5.0,2021,30000,Petrol,1,Manual,900000,Third Party insurance,1462.0,Maruti,5,20.65,FWD,chennai
Sedan,5.0,2018,58619,Petrol,1,Manual,900000,Third Party insurance,1591.0,Hyundai,6,17.0,FWD,chennai
SUV,5.0,2019,23300,Petrol,1,Manual,890000,Third Party insurance,1497.0,Ford,5,17.0,FWD,chennai
Hatchback,5.0,2010,121032,Petrol,3,Manual,280000,Third Party insurance,1197.0,Hyundai,5,17.0,FWD,chennai
Hatchback,5.0,2010,91000,Petrol,1,Manual,265000,Comprehensive,1197.0,Hyundai,5,20.36,FWD,chennai
SUV,5.0,2020,30000,Diesel,1,Manual,1200000,Comprehensive,1493.0,Kia,6,20.8,FWD,chennai
Hatchback,5.0,2019,82171,Petrol,2,Manual,574000,Comprehensive,1197.0,Maruti,5,21.4,FWD,chennai
Hatchback,5.0,2022,18551,Cng,1,Manual,711000,Comprehensive,1199.0,Tata,5,26.49,FWD,chennai
Hatchback,5.0,2020,35000,Petrol,1,Automatic,960000,Comprehensive,998.0,Hyundai,7,20.28,FWD,chennai
Hatchback,5.0,2016,50252,Petrol,1,Manual,273000,Comprehensive,796.0,Maruti,5,24.7,FWD,chennai
Sedan,5.0,2019,34715,Petrol,2,Manual,593000,Comprehensive,1199.0,Honda,5,19.5,FWD,chennai
SUV,5.0,2020,30197,Petrol,1,Automatic,1725000,Third Party insurance,1451.0,MG,6,13.96,FWD,chennai
SUV,5.0,2018,79089,Petrol,2,Manual,844999,Third Party,1591.0,Hyundai,6,13.0,FWD,chennai
Sedan,5.0,2011,24035,Petrol,2,Manual,300000,Comprehensive,1498.0,Nissan,5,16.95,FWD,chennai
Hatchback,5.0,2020,39605,Diesel,1,Manual,735000,Comprehensive,1186.0,Hyundai,5,26.2,FWD,chennai
Hatchback,5.0,2016,66992,Petrol,1,Automatic,407000,Comprehensive,998.0,Maruti,5,20.51,FWD,chennai
SUV,5.0,2021,50000,Diesel,1,Automatic,5900000,Comprehensive,1950.0,Mercedes-Benz,9,18.9,AWD,chennai
Hatchback,5.0,2017,29973,Petrol,1,Manual,459999,Third Party insurance,998.0,Maruti,5,21.63,FWD,chennai
Hatchback,5.0,2018,49791,Petrol,1,Manual,360000,Third Party insurance,799.0,Renault,5,25.17,FWD,chennai
SUV,5.0,2020,52609,Petrol,1,Automatic,1650000,Third Party insurance,1451.0,MG,6,13.96,FWD,chennai
Hatchback,5.0,2010,70000,Petrol,1,Manual,360000,Comprehensive,1198.0,Honda,5,16.0,RWD,chennai
SUV,5.0,2018,23000,Petrol,1,Manual,700000,Third Party insurance,1199.0,Honda,5,17.5,FWD,chennai
Hatchback,5.0,2010,52172,Petrol,1,Manual,210000,Third Party insurance,796.0,Maruti,5,19.7,FWD,chennai
SUV,5.0,2022,29041,Diesel,1,Manual,1825000,Third Party insurance,1493.0,Hyundai,6,18.9,FWD,chennai
Hatchback,5.0,2017,67022,Petrol,1,Automatic,484999,Third Party insurance,1198.0,Nissan,5,19.34,FWD,chennai
Sedan,5.0,2021,9900,Petrol,1,Automatic,9000000,Comprehensive,2995.0,Audi,8,11.7,AWD,chennai
Sedan,5.0,2016,103651,Diesel,2,Manual,513000,Zero Dep,1498.0,Volkswagen,5,21.66,FWD,chennai
Sedan,5.0,2016,49682,Petrol,1,Automatic,520000,Third Party insurance,1198.0,Honda,5,15.5,FWD,chennai
SUV,5.0,2018,31000,Diesel,1,Automatic,4800000,Comprehensive,1984.0,Volvo,8,14.7,FWD,chennai
Hatchback,5.0,2018,53751,Petrol,3,Manual,305000,Comprehensive,799.0,Renault,5,25.17,FWD,chennai
Hatchback,5.0,2015,111283,Petrol,2,Manual,238000,Comprehensive,796.0,Maruti,5,22.05,FWD,chennai
SUV,5.0,2013,63000,Diesel,2,Manual,540000,Comprehensive,1498.0,Ford,5,22.7,FWD,chennai
MUV,7.0,2016,52509,Petrol,1,Manual,362000,Comprehensive,1198.0,Datsun,5,19.44,FWD,chennai
Hatchback,5.0,2017,69319,Diesel,1,Manual,459999,Third Party insurance,1461.0,Nissan,5,23.08,FWD,chennai
Hatchback,5.0,2018,89191,Petrol,1,Manual,451000,Comprehensive,998.0,Maruti,5,25.24,FWD,chennai
SUV,6.0,2017,123152,Diesel,1,Manual,442000,Comprehensive,1198.0,Mahindra,5,25.32,FWD,chennai
Sedan,5.0,2013,65000,Diesel,2,Automatic,1480000,Comprehensive,1968.0,Audi,8,17.68,FWD,chennai
Sedan,5.0,2014,116413,Diesel,1,Manual,430000,Comprehensive,1498.0,Honda,5,25.8,FWD,chennai
Sedan,5.0,2015,56000,Petrol,1,Automatic,2290000,Third Party insurance,1798.0,Audi,7,15.26,FWD,chennai
Sedan,5.0,2015,78000,Petrol,1,Automatic,2089999,Third Party insurance,1798.0,Audi,7,15.26,FWD,chennai
SUV,5.0,2020,30000,Diesel,1,Automatic,7500000,Comprehensive,1950.0,Mercedes-Benz,9,18.9,AWD,chennai
SUV,5.0,2022,2000,Petrol,1,Automatic,6450000,Third Party insurance,1991.0,Mercedes-Benz,8,18.9,AWD,chennai
Sedan,5.0,2022,300,Petrol,1,Automatic,5900000,Comprehensive,1991.0,Mercedes-Benz,7,18.9,AWD,chennai
SUV,5.0,2022,11600,Petrol,1,Manual,950000,Third Party insurance,1197.0,Hyundai,5,18.9,FWD,chennai
SUV,5.0,2021,18377,Petrol,1,Manual,1750000,Third Party insurance,1451.0,MG,6,15.81,FWD,chennai
Sedan,5.0,2010,97000,Petrol,2,Automatic,365000,Comprehensive,1497.0,Honda,5,16.8,FWD,chennai
Hatchback,5.0,2015,75184,Petrol,1,Manual,287000,Comprehensive,814.0,Hyundai,5,21.1,FWD,chennai
Sedan,5.0,2014,49387,Petrol,2,Manual,437000,Comprehensive,1197.0,Maruti,5,22.41,FWD,chennai
Hatchback,5.0,2011,81000,Petrol,1,Manual,310000,Comprehensive,1197.0,Hyundai,5,20.36,FWD,chennai
Hatchback,5.0,2010,80320,Petrol,1,Manual,287000,Comprehensive,998.0,Maruti,5,18.9,FWD,chennai
Sedan,5.0,2021,8608,Petrol,1,Automatic,1202000,Zero Dep,999.0,Skoda,6,16.24,FWD,chennai
