bodytype,Car_seats,modelYear,kilometer,fueltype,ownerNo,transmission,price,Insurance,engine_cc,oem,gear_box,Mileage,drivetype,city
Sedan,5.0,2014,59006,Diesel,3,Manual,363000,Comprehensive,1461.0,Renault,5,21.64,FWD,kolkata
MUV,7.0,2022,10000,Diesel,1,Manual,2400000,Third Party insurance,2393.0,Toyota,5,12.0,RWD,kolkata
Sedan,5.0,2017,150000,Diesel,2,Manual,492000,Third Party insurance,1248.0,Maruti,5,26.59,FWD,kolkata
Sedan,5.0,2016,40000,Petrol,3,Manual,360000,Third Party insurance,1198.0,Honda,5,17.8,FWD,kolkata
Sedan,5.0,2009,80000,Diesel,2,Manual,280000,Third Party insurance,1248.0,Maruti,5,19.3,RWD,kolkata
SUV,7.0,2016,90000,Diesel,1,Automatic,1639999,Third Party insurance,2982.0,Toyota,5,12.55,FWD,kolkata
SUV,5.0,2012,80000,Diesel,2,Automatic,950000,Third Party insurance,2179.0,Land Rover,6,12.35,4WD,kolkata
SUV,7.0,2014,73000,Diesel,2,Manual,1299000,Comprehensive,2982.0,Toyota,5,12.55,4WD,kolkata
Hatchback,5.0,2010,150000,Petrol,1,Manual,250000,Third Party insurance,998.0,Maruti,5,18.9,FWD,kolkata
Sedan,5.0,2018,33600,Diesel,1,Automatic,3950000,Third Party insurance,2987.0,Mercedes-Benz,9,18.0,RWD,kolkata
Hatchback,5.0,2011,60000,Diesel,3,Manual,250000,Third Party insurance,1364.0,Toyota,5,23.59,FWD,kolkata
Hatchback,5.0,2016,82286,Petrol,1,Manual,373000,Third Party,1199.0,Honda,5,18.7,FWD,kolkata
SUV,5.0,2010,59880,Petrol,2,Manual,415000,Third Party,1997.0,Honda,5,14.0,FWD,kolkata
MUV,8.0,2021,29841,Diesel,1,Manual,2200000,Comprehensive,2393.0,Toyota,5,12.0,RWD,kolkata
Hatchback,5.0,2022,10518,Petrol,1,Manual,517000,Comprehensive,998.0,Maruti,5,25.24,FWD,kolkata
Hatchback,5.0,2020,6204,Petrol,1,Manual,455999,Comprehensive,998.0,Maruti,5,23.1,FWD,kolkata
MUV,8.0,2020,20000,Diesel,1,Manual,1250000,Third Party insurance,1497.0,Mahindra,6,17.3,FWD,kolkata
Hatchback,5.0,2013,23696,Petrol,1,Manual,311000,Third Party,1197.0,Hyundai,5,18.5,FWD,kolkata
MUV,8.0,2016,112000,Diesel,1,Manual,950000,Third Party insurance,2494.0,Toyota,5,12.99,RWD,kolkata
Hatchback,5.0,2020,7569,Petrol,1,Manual,305000,Comprehensive,796.0,Maruti,5,22.05,FWD,kolkata
Hatchback,5.0,2019,18800,Petrol,1,Automatic,583000,Comprehensive,1197.0,Maruti,5,21.21,FWD,kolkata
Hatchback,5.0,2018,32147,Petrol,1,Automatic,250000,Third Party insurance,999.0,Renault,5,24.04,FWD,kolkata
SUV,5.0,2016,27000,Petrol,1,Manual,430000,Comprehensive,1497.0,Ford,5,17.0,FWD,kolkata
Hatchback,5.0,2010,35100,Petrol,1,Manual,150000,Third Party,1199.0,Chevrolet,5,18.6,FWD,kolkata
SUV,5.0,2022,20000,Petrol,1,Manual,650000,Third Party insurance,1199.0,Tata,6,17.33,FWD,kolkata
Hatchback,5.0,2014,31458,Petrol,1,Manual,330000,Comprehensive,1197.0,Hyundai,5,18.9,FWD,kolkata
Sedan,5.0,2015,12000,Petrol,1,Automatic,1499000,Third Party,1798.0,Audi,8,15.64,FWD,kolkata
Sedan,5.0,2021,10000,Petrol,1,Manual,675000,Third Party insurance,1199.0,Honda,5,18.6,FWD,kolkata
SUV,5.0,2018,32000,Diesel,1,Automatic,775000,Comprehensive,1248.0,Maruti,5,24.3,FWD,kolkata
Hatchback,5.0,2012,37659,Diesel,1,Manual,280000,Comprehensive,1248.0,Maruti,5,22.9,FWD,kolkata
Sedan,5.0,2020,31479,Petrol,1,Automatic,588000,Comprehensive,1197.0,Maruti,5,22.61,FWD,kolkata
Hatchback,5.0,2019,10998,Petrol,1,Manual,329000,Comprehensive,796.0,Maruti,5,22.05,FWD,kolkata
Hatchback,5.0,2021,10000,Petrol,1,Automatic,459999,Third Party insurance,999.0,Renault,5,22.0,FWD,kolkata
Hatchback,5.0,2021,27370,Cng,1,Manual,479000,Comprehensive,998.0,Maruti,5,32.52,FWD,kolkata
Hatchback,5.0,2016,39714,Petrol,1,Manual,380000,Comprehensive,1197.0,Maruti,5,20.4,FWD,kolkata
Hatchback,5.0,2015,34000,Petrol,1,Manual,235000,Comprehensive,814.0,Hyundai,5,21.1,FWD,kolkata
Hatchback,5.0,2015,41469,Petrol,2,Manual,309000,Comprehensive,1197.0,Hyundai,5,20.36,FWD,kolkata
Hatchback,5.0,2019,6033,Petrol,1,Manual,670000,Comprehensive,1197.0,Maruti,5,21.4,FWD,kolkata
Hatchback,5.0,2017,28036,Petrol,1,Manual,269000,Comprehensive,796.0,Maruti,5,24.7,FWD,kolkata
Hatchback,5.0,2014,19631,Petrol,1,Manual,248000,Comprehensive,796.0,Maruti,5,22.74,FWD,kolkata
SUV,6.0,2016,70000,Diesel,1,Manual,300000,Third Party insurance,1198.0,Mahindra,5,25.32,FWD,kolkata
Sedan,5.0,2015,50000,Petrol,1,Manual,459999,Comprehensive,1497.0,Honda,5,17.8,FWD,kolkata
SUV,7.0,2020,33197,Diesel,1,Manual,1075000,Comprehensive,2179.0,Mahindra,6,15.1,FWD,kolkata
Hatchback,5.0,2018,29000,Petrol,1,Manual,570000,Third Party insurance,1197.0,Maruti,5,21.4,FWD,kolkata
SUV,5.0,2021,60000,Petrol,1,Automatic,975000,Comprehensive,1199.0,Tata,6,16.35,FWD,kolkata
Hatchback,5.0,2018,48000,Petrol,1,Manual,330000,Third Party insurance,998.0,Maruti,5,20.51,FWD,kolkata
Hatchback,5.0,2013,10000,Petrol,1,Manual,220000,Third Party insurance,814.0,Hyundai,5,21.1,FWD,kolkata
Hatchback,5.0,2018,41000,Petrol,1,Manual,495000,Comprehensive,1197.0,Maruti,5,22.0,FWD,kolkata
SUV,9.0,2017,79955,Diesel,2,Manual,890000,Comprehensive,1997.0,Mahindra,5,15.4,RWD,kolkata
Sedan,5.0,2020,25910,Diesel,1,Automatic,3500000,Comprehensive,2143.0,Mercedes-Benz,7,19.27,RWD,kolkata
Hatchback,5.0,2018,44446,Petrol,2,Manual,279000,Comprehensive,814.0,Hyundai,5,21.1,FWD,kolkata
Hatchback,5.0,2018,30658,Diesel,1,Manual,424000,Comprehensive,1047.0,Tata,5,27.28,FWD,kolkata
Sedan,5.0,2017,44000,Petrol,1,Manual,595000,Third Party insurance,1497.0,Honda,5,17.8,FWD,kolkata
Hatchback,5.0,2017,55073,Petrol,1,Manual,352000,Third Party,1199.0,Tata,5,23.84,FWD,kolkata
Sedan,5.0,2012,43886,Petrol,1,Automatic,480999,Comprehensive,1794.0,Toyota,7,14.53,FWD,kolkata
MUV,8.0,2022,20000,Diesel,1,Manual,1090000,Third Party insurance,1497.0,Mahindra,6,17.3,FWD,kolkata
Sedan,5.0,2016,118569,Petrol,2,Manual,463999,Comprehensive,1497.0,Honda,5,17.8,FWD,kolkata
Sedan,5.0,2014,30000,Diesel,1,Manual,340000,Third Party insurance,1498.0,Volkswagen,5,20.34,FWD,kolkata
Hatchback,5.0,2019,18060,Petrol,1,Manual,352000,Zero Dep,796.0,Maruti,5,24.7,FWD,kolkata
Sedan,5.0,2014,94042,Petrol,1,Manual,319000,Comprehensive,1198.0,Honda,5,18.0,FWD,kolkata
SUV,8.0,2017,90438,Diesel,1,Manual,1075000,Comprehensive,2179.0,Mahindra,5,15.4,RWD,kolkata
Hatchback,5.0,2009,120000,Petrol,2,Manual,140000,Third Party insurance,998.0,Maruti,5,18.9,FWD,kolkata
Hatchback,5.0,2009,80000,Petrol,1,Manual,125000,Third Party insurance,1086.0,Hyundai,5,17.92,FWD,kolkata
SUV,5.0,2018,50000,Diesel,1,Manual,1200000,Third Party insurance,1956.0,Jeep,6,17.1,4WD,kolkata
Hatchback,5.0,2010,60000,Petrol,3,Manual,160000,Third Party insurance,1197.0,Maruti,5,18.5,FWD,kolkata
Hatchback,5.0,2010,70000,Petrol,2,Manual,120000,Third Party insurance,1061.0,Maruti,5,19.5,FWD,kolkata
SUV,5.0,2020,30000,Petrol,2,Automatic,1499000,Third Party insurance,1451.0,MG,6,13.96,FWD,kolkata
SUV,5.0,2021,975000,Petrol,1,Manual,975000,Third Party,998.0,Kia,6,18.2,FWD,kolkata
SUV,5.0,2018,55000,Diesel,1,Manual,999000,Comprehensive,1582.0,Hyundai,6,19.67,FWD,kolkata
Sedan,5.0,2017,30000,Diesel,1,Automatic,2500000,Third Party insurance,2143.0,Mercedes-Benz,7,19.27,RWD,kolkata
Hatchback,5.0,2010,104900,Petrol,1,Manual,196000,Comprehensive,1197.0,Hyundai,5,20.36,FWD,kolkata
Sedan,5.0,2018,24092,Petrol,2,Manual,683000,Third Party,1496.0,Toyota,6,17.1,FWD,kolkata
Sedan,5.0,2017,90000,Diesel,2,Manual,500000,Third Party insurance,1248.0,Maruti,5,26.59,FWD,kolkata
Hatchback,5.0,2020,28519,Petrol,1,Manual,649000,Comprehensive,1199.0,Tata,5,19.33,FWD,kolkata
Hatchback,5.0,2016,88785,Petrol,1,Manual,386000,Third Party insurance,1199.0,Honda,5,18.7,FWD,kolkata
Hatchback,5.0,2015,90000,Petrol,2,Manual,300000,Third Party insurance,1199.0,Volkswagen,5,16.2,FWD,kolkata
MUV,7.0,2019,79755,Diesel,1,Manual,888000,Comprehensive,2179.0,Tata,6,17.6,AWD,kolkata
Hatchback,5.0,2017,80000,Petrol,2,Manual,560000,Third Party insurance,1197.0,Hyundai,5,18.6,FWD,kolkata
Hatchback,5.0,2017,68832,Petrol,2,Manual,436000,Third Party,1198.0,Mahindra,5,18.15,FWD,kolkata
SUV,5.0,2017,70857,Diesel,2,Manual,1032000,Comprehensive,1956.0,Jeep,6,16.3,4WD,kolkata
Sedan,5.0,2010,50000,Petrol,3,Manual,270000,Third Party insurance,1497.0,Honda,5,17.0,FWD,kolkata
Sedan,5.0,2015,80000,Diesel,1,Manual,475000,Third Party insurance,1248.0,Maruti,5,26.21,FWD,kolkata
Hatchback,5.0,2010,110000,Diesel,2,Manual,140000,Third Party insurance,1248.0,Maruti,5,21.1,FWD,kolkata
Hatchback,5.0,2013,60000,Petrol,1,Manual,320000,Third Party insurance,998.0,Maruti,5,20.51,FWD,kolkata
Hatchback,5.0,2014,70000,Petrol,2,Manual,340000,Third Party insurance,1197.0,Hyundai,5,18.9,FWD,kolkata
Sedan,5.0,2011,100000,Petrol,2,Manual,250000,Third Party insurance,1298.0,Maruti,5,17.5,RWD,kolkata
Sedan,5.0,2014,38000,Petrol,1,Manual,325000,Comprehensive,1197.0,Hyundai,5,19.1,FWD,kolkata
Hatchback,5.0,2013,60000,Petrol,5,Manual,260000,Third Party insurance,1197.0,Hyundai,5,18.5,FWD,kolkata
MUV,8.0,2014,55000,Diesel,2,Manual,799000,Comprehensive,2494.0,Toyota,5,12.99,RWD,kolkata
Sedan,5.0,2015,60000,Petrol,1,Manual,400000,Third Party insurance,1197.0,Hyundai,5,19.1,FWD,kolkata
SUV,5.0,2022,4034,Petrol,1,Manual,956000,Comprehensive,998.0,Hyundai,6,18.27,FWD,kolkata
Hatchback,5.0,2014,28614,Diesel,2,Manual,210000,Comprehensive,936.0,Chevrolet,5,25.44,FWD,kolkata
Hatchback,5.0,2010,60000,Petrol,1,Manual,240000,Third Party insurance,998.0,Maruti,5,18.9,FWD,kolkata
Hatchback,5.0,2015,34895,Petrol,1,Manual,239000,Comprehensive,796.0,Maruti,5,22.74,FWD,kolkata
Hatchback,5.0,2021,5891,Petrol,1,Automatic,861000,Comprehensive,1197.0,Maruti,5,19.56,FWD,kolkata
Sedan,5.0,2017,28204,Petrol,2,Automatic,3500000,Comprehensive,1991.0,Mercedes-Benz,7,12.0,RWD,kolkata
Hatchback,5.0,2020,17776,Petrol,2,Automatic,598000,Comprehensive,1197.0,Maruti,5,20.89,FWD,kolkata
Sedan,5.0,2017,66000,Diesel,1,Manual,750000,Third Party insurance,1498.0,Honda,6,26.0,FWD,kolkata
Hatchback,5.0,2020,10667,Petrol,1,Automatic,559000,Comprehensive,1197.0,Maruti,5,20.52,FWD,kolkata
SUV,5.0,2021,27218,Diesel,1,Manual,1035000,Comprehensive,1493.0,Kia,6,18.4,FWD,kolkata
Coupe,5.0,2023,170,Petrol,1,Automatic,5895000,Third Party insurance,1998.0,BMW,8,15.39,RWD,kolkata
Hatchback,5.0,2015,28000,Petrol,1,Manual,259000,Comprehensive,1196.0,Ford,5,18.16,FWD,kolkata
Coupe,5.0,2021,12300,Petrol,2,Automatic,5950000,Third Party insurance,2994.0,Audi,8,18.9,AWD,kolkata
SUV,5.0,2020,10372,Petrol,2,Automatic,1300000,Comprehensive,1497.0,Kia,5,18.9,FWD,kolkata
Hatchback,5.0,2019,6000,Petrol,1,Manual,650000,Comprehensive,1197.0,Maruti,5,21.4,FWD,kolkata
SUV,5.0,2018,30022,Petrol,1,Automatic,1099000,Comprehensive,1368.0,Jeep,7,14.1,4WD,kolkata
SUV,5.0,2018,47000,Petrol,1,Automatic,999000,Third Party insurance,1368.0,Jeep,7,16.0,4WD,kolkata
SUV,5.0,2021,50247,Diesel,2,Automatic,5400000,Comprehensive,1997.0,Land Rover,9,18.9,AWD,kolkata
Hatchback,5.0,2022,2704,Petrol,1,Manual,553000,Zero Dep,998.0,Maruti,5,21.7,FWD,kolkata
Hatchback,5.0,2022,14425,Petrol,1,Manual,632000,Zero Dep,998.0,Maruti,5,24.97,FWD,kolkata
Hatchback,5.0,2018,40000,Petrol,1,Manual,330000,Third Party insurance,1197.0,Maruti,5,20.89,FWD,kolkata
Sedan,5.0,2017,32488,Petrol,2,Automatic,690000,Third Party,1197.0,Volkswagen,7,18.19,FWD,kolkata
Hatchback,5.0,2012,73949,Petrol,2,Manual,219000,Comprehensive,1198.0,Honda,5,19.4,FWD,kolkata
Hatchback,5.0,2018,40000,Petrol,1,Automatic,350000,Third Party insurance,998.0,Maruti,5,23.1,FWD,kolkata
Hatchback,5.0,2014,55920,Petrol,2,Manual,338000,Comprehensive,1197.0,Hyundai,5,18.9,FWD,kolkata
SUV,5.0,2017,30000,Petrol,1,Manual,500000,Third Party insurance,1497.0,Ford,5,17.0,FWD,kolkata
Hatchback,5.0,2014,33805,Petrol,1,Manual,408000,Comprehensive,1197.0,Maruti,5,22.38,FWD,kolkata
Sedan,5.0,2014,73781,Petrol,1,Manual,289000,Comprehensive,1197.0,Hyundai,5,19.1,FWD,kolkata
Hatchback,5.0,2015,50000,Petrol,2,Manual,229999,Third Party insurance,796.0,Maruti,5,22.74,FWD,kolkata
Hatchback,5.0,2014,65000,Petrol,1,Manual,395000,Third Party insurance,1197.0,Hyundai,5,18.6,FWD,kolkata
Hatchback,5.0,2011,48072,Petrol,2,Manual,220000,Third Party,1197.0,Hyundai,5,18.5,FWD,kolkata
SUV,5.0,2020,75420,Petrol,1,Automatic,1200000,Third Party insurance,1353.0,Kia,7,16.5,FWD,kolkata
Sedan,5.0,2019,16100,Diesel,2,Automatic,3050000,Third Party insurance,1950.0,Mercedes-Benz,9,12.6,RWD,kolkata
SUV,5.0,2018,40722,Diesel,1,Manual,725000,Comprehensive,1248.0,Maruti,5,24.3,FWD,kolkata
Hatchback,5.0,2015,40000,Petrol,1,Manual,430000,Third Party insurance,1197.0,Maruti,5,21.21,FWD,kolkata
Hatchback,5.0,2008,50000,Petrol,1,Manual,200000,Third Party insurance,1298.0,Maruti,5,16.1,FWD,kolkata
Hatchback,5.0,2009,50000,Petrol,2,Manual,120000,Third Party insurance,1061.0,Maruti,5,19.5,FWD,kolkata
Sedan,5.0,2017,40000,Petrol,3,Manual,470000,Third Party insurance,1198.0,Volkswagen,5,17.0,FWD,kolkata
Hatchback,5.0,2017,3188,Petrol,1,Manual,296000,Comprehensive,796.0,Maruti,5,22.05,FWD,kolkata
Hatchback,5.0,2019,34233,Petrol,1,Manual,527000,Comprehensive,1197.0,Hyundai,5,18.6,FWD,kolkata
Hatchback,5.0,2010,50000,Petrol,2,Manual,140000,Third Party insurance,1086.0,Hyundai,5,18.9,FWD,kolkata
Sedan,5.0,2016,51767,Petrol,1,Automatic,591000,Third Party,1497.0,Honda,5,18.0,FWD,kolkata
Hatchback,5.0,2018,40965,Petrol,1,Manual,480000,Comprehensive,1197.0,Hyundai,5,18.6,FWD,kolkata
Sedan,5.0,2011,70000,Petrol,2,Manual,250000,Third Party insurance,1591.0,Hyundai,5,17.01,FWD,kolkata
SUV,5.0,2022,8176,Petrol,2,Manual,822000,Third Party,1199.0,Tata,6,17.33,FWD,kolkata
Hatchback,5.0,2022,10000,Petrol,1,Manual,509999,Third Party insurance,999.0,Renault,5,21.74,FWD,kolkata
Sedan,5.0,2018,13327,Petrol,2,Manual,681000,Comprehensive,1496.0,Toyota,6,17.1,FWD,kolkata
SUV,5.0,2019,57167,Petrol,2,Automatic,735000,Comprehensive,1497.0,Ford,6,14.8,FWD,kolkata
Sedan,5.0,2018,35100,Petrol,1,Manual,590000,Third Party insurance,1598.0,Volkswagen,5,16.09,FWD,kolkata
Hatchback,5.0,2010,120000,Petrol,1,Manual,170000,Third Party insurance,1197.0,Hyundai,5,20.36,FWD,kolkata
Hatchback,5.0,2010,60000,Petrol,2,Manual,130000,Third Party insurance,1086.0,Hyundai,5,18.9,FWD,kolkata
Sedan,5.0,2008,60000,Petrol,1,Manual,170000,Third Party insurance,1399.0,Chevrolet,5,14.4,FWD,kolkata
Sedan,5.0,2020,30000,Diesel,1,Automatic,3979999,Third Party insurance,1950.0,Mercedes-Benz,9,12.6,RWD,kolkata
SUV,7.0,2022,14000,Diesel,0,Manual,2220000,Comprehensive,2198.0,Mahindra,6,18.9,FWD,kolkata
Hatchback,5.0,2018,10000,Petrol,1,Manual,450000,Third Party insurance,998.0,Maruti,5,20.51,FWD,kolkata
SUV,5.0,2020,19500,Diesel,2,Automatic,4700000,Third Party insurance,1969.0,Volvo,8,11.2,AWD,kolkata
Sedan,5.0,2015,55000,Diesel,1,Manual,450000,Third Party,1248.0,Maruti,5,26.21,FWD,kolkata
Sedan,5.0,2011,50000,Petrol,1,Manual,190000,Third Party insurance,1495.0,Hyundai,5,16.36,FWD,kolkata
Sedan,5.0,2015,46980,Diesel,2,Manual,494000,Third Party insurance,1582.0,Hyundai,6,23.9,FWD,kolkata
Hatchback,5.0,2019,40535,Petrol,1,Manual,535000,Third Party,1197.0,Maruti,5,22.38,FWD,kolkata
Hatchback,5.0,2010,60020,Petrol,1,Manual,155000,Third Party insurance,1086.0,Hyundai,5,17.92,FWD,kolkata
Hatchback,5.0,2022,787,Petrol,1,Automatic,557000,Comprehensive,999.0,Renault,5,22.3,FWD,kolkata
Hatchback,5.0,2022,5870,Cng,1,Manual,674000,Third Party,998.0,Maruti,5,34.05,FWD,kolkata
Hatchback,5.0,2013,50000,Diesel,1,Manual,180000,Third Party insurance,1461.0,Renault,5,23.08,FWD,kolkata
Hatchback,5.0,2014,50714,Petrol,1,Automatic,318000,Comprehensive,998.0,Maruti,5,26.68,FWD,kolkata
Sedan,5.0,2019,40000,Petrol,1,Manual,500000,Third Party insurance,1197.0,Hyundai,5,20.14,FWD,kolkata
Hatchback,5.0,2020,4187,Petrol,1,Manual,403000,Comprehensive,796.0,Maruti,5,22.05,FWD,kolkata
SUV,5.0,2020,10164,Petrol,1,Automatic,1513000,Zero Dep,1451.0,MG,6,13.96,FWD,kolkata
Sedan,5.0,2022,13269,Petrol,1,Manual,1030000,Comprehensive,1497.0,Hyundai,6,17.7,FWD,kolkata
SUV,7.0,2020,90000,Diesel,1,Manual,1530000,Third Party insurance,2179.0,Mahindra,6,15.4,FWD,kolkata
Sedan,5.0,2021,16000,Petrol,1,Manual,1050000,Comprehensive,1497.0,Hyundai,6,17.7,FWD,kolkata
Sedan,5.0,2021,60000,Petrol,1,Manual,810000,Third Party insurance,1497.0,Honda,5,17.4,FWD,kolkata
Sedan,5.0,2010,47114,Petrol,2,Manual,235000,Comprehensive,1497.0,Honda,5,17.0,FWD,kolkata
Sedan,5.0,2014,50000,Petrol,2,Manual,438999,Third Party insurance,1497.0,Honda,5,17.4,FWD,kolkata
Sedan,5.0,2014,50000,Petrol,2,Manual,438999,Third Party insurance,1497.0,Honda,5,17.4,FWD,kolkata
Hatchback,5.0,2011,50000,Petrol,2,Manual,200000,Third Party insurance,1196.0,Ford,5,15.6,FWD,kolkata
Hatchback,5.0,2012,20000,Petrol,1,Manual,210000,Third Party insurance,995.0,Chevrolet,5,16.2,FWD,kolkata
Hatchback,5.0,2013,41424,Petrol,2,Manual,225000,Third Party,1198.0,Honda,5,19.4,FWD,kolkata
Hatchback,5.0,2020,23829,Petrol,2,Manual,378000,Comprehensive,796.0,Maruti,5,22.05,FWD,kolkata
Sedan,5.0,2019,44199,Petrol,1,Manual,684000,Third Party,1497.0,Honda,5,17.4,FWD,kolkata
Sedan,5.0,2018,40000,Petrol,1,Manual,800000,Third Party insurance,1591.0,Hyundai,6,17.0,FWD,kolkata
SUV,5.0,2015,55625,Petrol,1,Manual,419000,Third Party,999.0,Ford,5,18.88,FWD,kolkata
Hatchback,5.0,2015,29230,Petrol,1,Manual,309000,Comprehensive,998.0,Maruti,5,20.51,FWD,kolkata
Sedan,5.0,2017,30000,Petrol,1,Manual,525000,Third Party insurance,1197.0,Maruti,5,22.0,FWD,kolkata
Hatchback,5.0,2019,25152,Petrol,1,Manual,509999,Comprehensive,999.0,Volkswagen,5,17.74,FWD,kolkata
Sedan,5.0,2020,52224,Diesel,1,Automatic,2000000,Comprehensive,1968.0,Audi,6,20.38,FWD,kolkata
Sedan,5.0,2012,62665,Petrol,1,Manual,289000,Comprehensive,1197.0,Maruti,5,22.41,FWD,kolkata
Hatchback,5.0,2014,76800,Petrol,1,Manual,273000,Comprehensive,998.0,Maruti,5,20.51,FWD,kolkata
SUV,5.0,2017,80000,Petrol,1,Manual,600000,Third Party insurance,1199.0,Honda,5,17.5,FWD,kolkata
SUV,5.0,2016,37833,Petrol,2,Manual,509999,Comprehensive,1496.0,Ford,5,15.9,FWD,kolkata
Hatchback,5.0,2015,40000,Petrol,1,Manual,300000,Third Party insurance,796.0,Maruti,5,22.74,FWD,kolkata
SUV,5.0,2012,72000,Diesel,2,Automatic,969999,Third Party insurance,2179.0,Land Rover,6,12.35,4WD,kolkata
Sedan,5.0,2018,30000,Petrol,1,Automatic,1400000,Third Party insurance,1999.0,Hyundai,6,14.62,FWD,kolkata
Sedan,5.0,2014,80000,Diesel,2,Manual,300000,Third Party insurance,1120.0,Hyundai,5,24.4,FWD,kolkata
Sedan,5.0,2018,30000,Petrol,1,Automatic,1500000,Third Party insurance,1999.0,Hyundai,6,14.62,FWD,kolkata
Hatchback,5.0,2014,90000,Petrol,2,Manual,290000,Third Party insurance,1198.0,Volkswagen,5,16.47,FWD,kolkata
MUV,7.0,2014,113000,Diesel,1,Manual,750000,Third Party insurance,2494.0,Toyota,5,12.99,RWD,kolkata
Sedan,5.0,2012,90000,Petrol,2,Manual,350000,Third Party insurance,1799.0,Honda,5,14.8,FWD,kolkata
Hatchback,5.0,2013,92202,Diesel,1,Manual,296000,Third Party,1248.0,Maruti,5,22.9,FWD,kolkata
Hatchback,5.0,2018,79783,Petrol,2,Manual,376000,Third Party insurance,1197.0,Hyundai,5,18.9,FWD,kolkata
Sedan,5.0,2022,10000,Petrol,1,Manual,1399000,Third Party insurance,1498.0,Honda,6,18.6,FWD,kolkata
Sedan,5.0,2021,23227,Petrol,2,Manual,690000,Third Party insurance,1197.0,Maruti,5,22.41,FWD,kolkata
Sedan,5.0,2019,3089,Petrol,3,Manual,714000,Third Party,1462.0,Maruti,5,21.56,FWD,kolkata
Sedan,5.0,2019,28546,Petrol,1,Manual,600000,Third Party insurance,1199.0,Honda,5,18.6,FWD,kolkata
Hatchback,5.0,2016,85435,Petrol,1,Manual,342000,Third Party,1197.0,Hyundai,5,18.9,FWD,kolkata
Sedan,5.0,2016,20000,Diesel,2,Automatic,5000000,Third Party insurance,2967.0,Porsche,8,17.85,RWD,kolkata
Hatchback,5.0,2012,83124,Petrol,2,Manual,208000,Comprehensive,1198.0,Honda,5,19.4,FWD,kolkata
Sedan,5.0,2014,87859,Petrol,2,Manual,279000,Third Party,1496.0,Toyota,5,16.78,FWD,kolkata
Sedan,5.0,2017,65000,Diesel,1,Manual,600000,Third Party insurance,1498.0,Honda,6,26.0,FWD,kolkata
SUV,7.0,2018,50000,Diesel,1,Automatic,1450000,Third Party insurance,2696.0,Ssangyong,5,11.18,AWD,kolkata
Sedan,5.0,2012,80000,Petrol,3,Manual,225000,Third Party insurance,1496.0,Toyota,5,17.6,FWD,kolkata
Hatchback,5.0,2018,25000,Petrol,1,Manual,400000,Comprehensive,1197.0,Hyundai,5,18.9,FWD,kolkata
Sedan,5.0,2014,120000,Diesel,1,Manual,120000,Third Party insurance,1995.0,Hindustan Motors,5,12.8,FWD,kolkata
Hatchback,5.0,2019,3000,Petrol,1,Manual,625000,Comprehensive,1197.0,Hyundai,5,18.6,FWD,kolkata
Hatchback,5.0,2018,37001,Petrol,1,Manual,385000,Comprehensive,1197.0,Hyundai,5,18.9,FWD,kolkata
Hatchback,5.0,2013,39000,Petrol,1,Manual,335000,Comprehensive,1197.0,Maruti,5,18.6,FWD,kolkata
Sedan,5.0,2020,20000,Petrol,1,Automatic,985000,Third Party insurance,1497.0,Honda,5,17.4,FWD,kolkata
Sedan,5.0,2015,103033,Diesel,3,Manual,271000,Third Party,1120.0,Hyundai,5,24.4,FWD,kolkata
Hatchback,5.0,2017,25968,Petrol,1,Manual,480999,Comprehensive,1197.0,Hyundai,5,18.9,FWD,kolkata
Hatchback,5.0,2004,150000,Petrol,2,Manual,75000,Third Party insurance,998.0,Maruti,5,18.9,FWD,kolkata
Hatchback,5.0,2020,11798,Petrol,1,Manual,555000,Third Party,1197.0,Maruti,5,20.52,FWD,kolkata
Sedan,5.0,2017,65814,Petrol,1,Manual,430000,Third Party,1198.0,Volkswagen,5,17.0,FWD,kolkata
SUV,5.0,2021,69007,Petrol,1,Manual,1200000,Comprehensive,1497.0,Kia,6,16.8,FWD,kolkata
Hatchback,5.0,2012,71420,Diesel,1,Manual,286000,Comprehensive,1248.0,Maruti,5,22.9,FWD,kolkata
Hatchback,5.0,2021,10000,Petrol,1,Manual,680000,Third Party insurance,1197.0,Hyundai,5,20.7,FWD,kolkata
Hatchback,5.0,2020,9817,Petrol,1,Manual,349000,Comprehensive,799.0,Datsun,5,20.71,FWD,kolkata
Hatchback,5.0,2018,124206,Petrol,2,Manual,347000,Comprehensive,998.0,Maruti,5,25.24,FWD,kolkata
Hatchback,5.0,2002,50000,Petrol,2,Manual,48000,Third Party insurance,993.0,Maruti,5,17.3,FWD,kolkata
Hatchback,5.0,2009,50000,Petrol,2,Manual,125000,Third Party insurance,1061.0,Maruti,5,18.9,FWD,kolkata
SUV,5.0,2023,1062,Petrol,1,Automatic,785000,Comprehensive,999.0,Renault,5,19.03,FWD,kolkata
Hatchback,5.0,2018,10000,Petrol,1,Manual,490000,Third Party insurance,1197.0,Hyundai,5,18.9,FWD,kolkata
MUV,7.0,2019,10000,Diesel,1,Manual,1700000,Third Party insurance,2393.0,Toyota,5,13.68,RWD,kolkata
Hatchback,5.0,2015,20000,Petrol,1,Manual,350000,Third Party insurance,1197.0,Hyundai,5,18.9,FWD,kolkata
Sedan,5.0,2015,68000,Diesel,1,Manual,400000,Third Party insurance,1498.0,Honda,6,26.0,FWD,kolkata
Hatchback,5.0,2016,65000,Petrol,1,Manual,365000,Third Party,1199.0,Volkswagen,5,16.2,FWD,kolkata
